source,campaign,influencer_id,user_id,product,brand,date,orders,revenue
boyle.biz,Campaign_1,178,user_320,Kids Protein,Gritzo,2025-06-06,3,34.56
soto-smith.com,Campaign_9,465,user_479,Multivitamins,HKVitals,2025-06-05,9,90.98
taylor-alvarez.com,Campaign_1,437,user_120,Multivitamins,HKVitals,2025-06-30,6,130.33
benson-arnold.org,Campaign_1,417,user_822,BCAA,MuscleBlaze,2025-06-20,3,393.21
butler.com,Campaign_3,375,user_175,Kids Protein,Gritzo,2025-06-21,2,475.64
prince-barron.com,Campaign_7,147,user_71,Mass Gainer,MuscleBlaze,2025-07-02,5,422.82
simmons.com,Campaign_5,177,user_787,SuperMilk,Gritzo,2025-06-27,2,385.16
johnson-murphy.com,Campaign_10,52,user_747,BCAA,MuscleBlaze,2025-06-03,8,177.05
mitchell.org,Campaign_2,445,user_385,Creatine,MuscleBlaze,2025-06-01,8,221.02
maddox.org,Campaign_4,357,user_962,Whey Protein,MuscleBlaze,2025-07-06,7,430.47
hill-diaz.org,Campaign_6,166,user_129,Mass Gainer,MuscleBlaze,2025-06-09,9,261.52
flores.com,Campaign_10,88,user_484,Multivitamins,HKVitals,2025-06-19,5,421.64
perez-shaw.biz,Campaign_8,362,user_384,Fish Oil,HKVitals,2025-05-26,1,313.92
walsh-harris.info,Campaign_5,91,user_466,Fish Oil,HKVitals,2025-07-20,2,241.0
thomas.net,Campaign_9,349,user_646,BCAA,MuscleBlaze,2025-05-31,9,198.27
wilson.net,Campaign_10,405,user_197,Creatine,MuscleBlaze,2025-07-03,2,25.59
hale.com,Campaign_6,220,user_247,Immunity Booster,Gritzo,2025-06-18,3,494.91
sanders.com,Campaign_7,223,user_924,Kids Protein,Gritzo,2025-05-31,5,440.84
green.com,Campaign_5,481,user_727,Whey Protein,MuscleBlaze,2025-07-13,8,28.45
jones.com,Campaign_3,436,user_189,Kids Protein,Gritzo,2025-07-19,7,155.0
rhodes.com,Campaign_6,243,user_34,Melatonin,HKVitals,2025-06-07,3,165.71
bell.biz,Campaign_3,280,user_26,Creatine,MuscleBlaze,2025-06-06,5,180.57
woodward.com,Campaign_8,423,user_431,Creatine,MuscleBlaze,2025-06-11,1,160.19
burton-thompson.com,Campaign_6,211,user_98,Multivitamins,HKVitals,2025-06-20,9,462.89
bryant.info,Campaign_4,157,user_116,Immunity Booster,Gritzo,2025-05-27,7,350.78
campbell-joseph.com,Campaign_2,394,user_887,SuperMilk,Gritzo,2025-07-07,3,306.12
thompson.net,Campaign_8,401,user_661,Mass Gainer,MuscleBlaze,2025-06-02,3,227.4
stephens-carey.com,Campaign_8,417,user_693,Biotin,HKVitals,2025-06-15,2,352.65
osborne.com,Campaign_10,43,user_628,Mass Gainer,MuscleBlaze,2025-06-22,1,317.39
robinson.biz,Campaign_2,468,user_808,Biotin,HKVitals,2025-07-10,4,104.55
hernandez.info,Campaign_1,389,user_229,Multivitamins,HKVitals,2025-06-27,9,164.03
spears-alvarez.com,Campaign_6,103,user_446,Biotin,HKVitals,2025-07-06,5,483.52
holland.com,Campaign_4,302,user_567,Whey Protein,MuscleBlaze,2025-06-26,7,493.65
scott.com,Campaign_8,255,user_625,Kids Protein,Gritzo,2025-06-15,7,41.32
thomas.com,Campaign_3,384,user_354,Creatine,MuscleBlaze,2025-05-23,4,167.81
ayers.com,Campaign_6,385,user_957,SuperMilk,Gritzo,2025-06-24,7,493.35
lewis.com,Campaign_7,228,user_160,Immunity Booster,Gritzo,2025-06-14,7,27.99
fisher.org,Campaign_6,164,user_629,Melatonin,HKVitals,2025-06-27,7,477.59
hall-sandoval.com,Campaign_7,318,user_712,Fish Oil,HKVitals,2025-05-30,5,347.76
white-sanchez.com,Campaign_4,115,user_684,Creatine,MuscleBlaze,2025-07-15,5,321.38
johnson.com,Campaign_4,277,user_818,SuperMilk,Gritzo,2025-07-12,2,415.42
cole.com,Campaign_8,405,user_481,Melatonin,HKVitals,2025-06-06,5,499.08
rubio-may.biz,Campaign_4,15,user_797,Kids Protein,Gritzo,2025-06-09,2,192.62
fuentes.biz,Campaign_5,50,user_291,Multivitamins,HKVitals,2025-06-23,2,443.73
turner.com,Campaign_4,53,user_830,SuperMilk,Gritzo,2025-06-21,9,257.65
robinson.com,Campaign_5,123,user_798,Melatonin,HKVitals,2025-07-20,3,370.33
pennington.net,Campaign_9,198,user_553,Creatine,MuscleBlaze,2025-06-06,6,415.48
silva-ford.com,Campaign_9,412,user_11,SuperMilk,Gritzo,2025-07-04,7,156.77
miller.com,Campaign_10,145,user_173,Creatine,MuscleBlaze,2025-05-29,4,106.2
garrison.org,Campaign_2,324,user_886,Kids Protein,Gritzo,2025-06-28,6,22.5
lang-howe.com,Campaign_10,377,user_736,Biotin,HKVitals,2025-06-16,7,169.81
barr.com,Campaign_1,298,user_199,Multivitamins,HKVitals,2025-07-02,6,191.97
shields.org,Campaign_1,255,user_237,Biotin,HKVitals,2025-06-09,4,211.89
green.com,Campaign_1,106,user_651,Whey Protein,MuscleBlaze,2025-07-05,4,450.42
golden.com,Campaign_1,494,user_861,Immunity Booster,Gritzo,2025-06-26,3,94.77
welch.com,Campaign_3,58,user_368,Mass Gainer,MuscleBlaze,2025-06-14,5,396.01
elliott.com,Campaign_5,294,user_164,Creatine,MuscleBlaze,2025-06-03,1,62.34
nicholson.com,Campaign_3,192,user_246,SuperMilk,Gritzo,2025-07-12,7,149.24
campbell.net,Campaign_1,464,user_327,Mass Gainer,MuscleBlaze,2025-06-24,9,160.16
phillips-walker.com,Campaign_2,174,user_885,Fish Oil,HKVitals,2025-06-22,3,145.59
graham-lee.com,Campaign_3,319,user_529,Mass Gainer,MuscleBlaze,2025-05-27,8,488.7
holland.com,Campaign_8,44,user_646,Melatonin,HKVitals,2025-07-12,5,420.62
phillips.com,Campaign_8,40,user_260,Immunity Booster,Gritzo,2025-07-08,2,93.02
meyers-gill.com,Campaign_7,11,user_698,Biotin,HKVitals,2025-06-17,1,474.09
little.net,Campaign_1,408,user_383,Multivitamins,HKVitals,2025-05-24,9,197.4
smith.com,Campaign_7,93,user_612,SuperMilk,Gritzo,2025-07-07,5,296.5
lewis-moore.info,Campaign_7,383,user_444,Immunity Booster,Gritzo,2025-06-26,4,51.73
thompson.com,Campaign_3,478,user_242,Whey Protein,MuscleBlaze,2025-05-30,1,350.09
hernandez-ortiz.info,Campaign_6,14,user_822,Immunity Booster,Gritzo,2025-07-10,1,27.53
bowman.org,Campaign_10,214,user_572,Melatonin,HKVitals,2025-07-10,9,321.11
clark.com,Campaign_6,344,user_220,Creatine,MuscleBlaze,2025-07-11,3,303.68
fisher.net,Campaign_8,65,user_994,Creatine,MuscleBlaze,2025-05-27,6,322.06
hicks.biz,Campaign_9,211,user_682,Creatine,MuscleBlaze,2025-06-06,4,48.08
singh.net,Campaign_8,352,user_671,Whey Protein,MuscleBlaze,2025-07-03,9,486.07
kirby.org,Campaign_5,496,user_529,SuperMilk,Gritzo,2025-06-07,3,283.68
mcgee.com,Campaign_5,142,user_316,SuperMilk,Gritzo,2025-06-28,9,356.11
kirby.com,Campaign_2,261,user_401,Mass Gainer,MuscleBlaze,2025-07-20,7,269.83
perez.info,Campaign_2,327,user_64,Immunity Booster,Gritzo,2025-06-27,3,385.46
george-jones.com,Campaign_3,361,user_462,Biotin,HKVitals,2025-05-23,7,112.32
sweeney-huff.com,Campaign_9,212,user_296,Whey Protein,MuscleBlaze,2025-05-27,1,336.64
nelson-lowery.com,Campaign_5,383,user_598,Multivitamins,HKVitals,2025-07-02,1,323.95
leonard-white.com,Campaign_9,440,user_995,Kids Protein,Gritzo,2025-06-13,3,338.08
lowe.com,Campaign_5,465,user_73,Melatonin,HKVitals,2025-07-05,6,334.46
richardson-meyer.com,Campaign_3,68,user_403,Melatonin,HKVitals,2025-06-09,6,36.67
warren.biz,Campaign_2,325,user_766,Multivitamins,HKVitals,2025-06-17,6,313.5
lee-odonnell.net,Campaign_8,323,user_993,Creatine,MuscleBlaze,2025-07-21,2,427.15
mullen-fitzgerald.org,Campaign_3,305,user_626,SuperMilk,Gritzo,2025-06-09,5,296.0
goodwin.net,Campaign_8,93,user_535,Mass Gainer,MuscleBlaze,2025-06-06,3,465.51
peters.net,Campaign_5,442,user_871,Whey Protein,MuscleBlaze,2025-06-15,1,35.45
arnold.info,Campaign_3,294,user_127,Mass Gainer,MuscleBlaze,2025-07-08,7,252.38
boyd.info,Campaign_2,304,user_325,Biotin,HKVitals,2025-07-21,3,175.53
morse.com,Campaign_10,30,user_335,Fish Oil,HKVitals,2025-06-14,6,137.21
pham.com,Campaign_5,358,user_332,Biotin,HKVitals,2025-07-04,3,176.33
terry.com,Campaign_1,115,user_447,SuperMilk,Gritzo,2025-07-04,1,39.84
tate.com,Campaign_5,406,user_105,BCAA,MuscleBlaze,2025-06-05,2,61.97
long.org,Campaign_8,170,user_199,Multivitamins,HKVitals,2025-07-11,7,359.31
singleton.com,Campaign_9,446,user_811,BCAA,MuscleBlaze,2025-06-11,5,59.1
bass-newman.info,Campaign_10,74,user_624,Kids Protein,Gritzo,2025-06-09,6,450.48
ellis-williams.com,Campaign_2,152,user_439,Melatonin,HKVitals,2025-07-13,3,347.98
harmon-ball.com,Campaign_4,11,user_771,Biotin,HKVitals,2025-07-04,9,329.28
dominguez.info,Campaign_7,369,user_715,Fish Oil,HKVitals,2025-05-23,3,300.87
atkinson.com,Campaign_8,469,user_53,Creatine,MuscleBlaze,2025-06-18,4,458.56
santos-glover.net,Campaign_2,499,user_814,Creatine,MuscleBlaze,2025-07-12,1,191.06
hayden.com,Campaign_7,263,user_688,Mass Gainer,MuscleBlaze,2025-07-12,2,137.9
strickland-lee.com,Campaign_2,481,user_319,Immunity Booster,Gritzo,2025-05-26,1,338.04
cooper.com,Campaign_7,120,user_484,Fish Oil,HKVitals,2025-06-16,5,253.24
jackson.com,Campaign_9,278,user_662,Fish Oil,HKVitals,2025-05-27,1,453.18
mason.net,Campaign_5,342,user_332,SuperMilk,Gritzo,2025-05-28,4,50.44
cummings-chang.com,Campaign_10,159,user_934,Mass Gainer,MuscleBlaze,2025-07-08,5,326.75
powers.biz,Campaign_9,443,user_784,Biotin,HKVitals,2025-07-16,8,426.44
clark.com,Campaign_10,168,user_120,SuperMilk,Gritzo,2025-06-15,4,131.34
downs.com,Campaign_10,131,user_875,Creatine,MuscleBlaze,2025-05-25,2,414.84
duarte.org,Campaign_2,230,user_649,Fish Oil,HKVitals,2025-05-26,7,294.8
todd-freeman.com,Campaign_3,89,user_7,Immunity Booster,Gritzo,2025-06-14,9,463.7
dunn.com,Campaign_7,298,user_298,Fish Oil,HKVitals,2025-06-21,3,236.92
pineda-bright.com,Campaign_4,348,user_190,Biotin,HKVitals,2025-07-02,8,145.84
nelson.info,Campaign_9,273,user_276,BCAA,MuscleBlaze,2025-06-24,1,377.37
stanley.com,Campaign_3,456,user_812,Multivitamins,HKVitals,2025-06-15,9,179.97
cooper.net,Campaign_8,260,user_141,Multivitamins,HKVitals,2025-07-07,3,125.57
alvarado.net,Campaign_10,340,user_329,Creatine,MuscleBlaze,2025-07-16,7,361.99
williams-jones.biz,Campaign_5,251,user_985,SuperMilk,Gritzo,2025-06-29,8,416.56
garrett.info,Campaign_2,392,user_570,SuperMilk,Gritzo,2025-06-21,4,473.8
mitchell.com,Campaign_5,408,user_267,SuperMilk,Gritzo,2025-06-24,2,163.92
ortiz.com,Campaign_6,297,user_403,Immunity Booster,Gritzo,2025-07-17,1,245.13
sanchez.org,Campaign_6,440,user_384,Biotin,HKVitals,2025-07-08,5,108.28
lewis.org,Campaign_1,113,user_531,Multivitamins,HKVitals,2025-07-15,8,470.84
wolfe.com,Campaign_10,90,user_970,BCAA,MuscleBlaze,2025-05-25,1,414.88
jimenez.com,Campaign_8,412,user_607,Creatine,MuscleBlaze,2025-07-07,6,291.34
gibson-pena.com,Campaign_4,34,user_596,Mass Gainer,MuscleBlaze,2025-05-28,9,459.84
lopez-smith.com,Campaign_4,328,user_215,BCAA,MuscleBlaze,2025-05-31,8,413.63
jenkins-kennedy.com,Campaign_4,101,user_205,Multivitamins,HKVitals,2025-07-17,8,34.82
sawyer-burns.com,Campaign_1,112,user_251,Whey Protein,MuscleBlaze,2025-06-26,5,393.82
smith.net,Campaign_10,367,user_812,Creatine,MuscleBlaze,2025-06-05,9,78.4
huffman.com,Campaign_9,260,user_819,Multivitamins,HKVitals,2025-05-30,7,179.03
bird.com,Campaign_8,402,user_347,Multivitamins,HKVitals,2025-06-05,7,76.94
wood-brown.com,Campaign_1,290,user_489,Melatonin,HKVitals,2025-07-21,5,50.65
gomez.org,Campaign_4,384,user_95,BCAA,MuscleBlaze,2025-05-24,9,310.84
haas-johnson.net,Campaign_9,156,user_459,Kids Protein,Gritzo,2025-06-04,4,477.2
lopez-long.org,Campaign_3,238,user_948,Creatine,MuscleBlaze,2025-07-10,6,54.52
smith-bridges.org,Campaign_5,496,user_444,Immunity Booster,Gritzo,2025-07-19,4,379.57
rodriguez.biz,Campaign_3,422,user_561,SuperMilk,Gritzo,2025-06-03,1,154.06
carey.com,Campaign_10,370,user_802,Multivitamins,HKVitals,2025-07-01,1,63.33
snow.com,Campaign_9,69,user_730,Mass Gainer,MuscleBlaze,2025-06-22,9,462.7
banks.com,Campaign_6,377,user_369,Mass Gainer,MuscleBlaze,2025-07-04,2,45.98
cobb-norman.com,Campaign_3,157,user_197,Immunity Booster,Gritzo,2025-06-23,7,70.75
diaz.com,Campaign_8,164,user_520,Kids Protein,Gritzo,2025-06-13,4,128.8
ford.com,Campaign_1,43,user_844,Kids Protein,Gritzo,2025-07-05,8,466.73
adams.com,Campaign_5,6,user_899,Mass Gainer,MuscleBlaze,2025-07-07,1,165.68
smith.com,Campaign_10,222,user_896,Whey Protein,MuscleBlaze,2025-05-23,1,34.08
bradford-roberts.org,Campaign_8,52,user_278,Whey Protein,MuscleBlaze,2025-06-14,5,110.07
perkins.com,Campaign_4,479,user_605,Kids Protein,Gritzo,2025-06-24,1,233.61
lewis.biz,Campaign_5,120,user_631,Multivitamins,HKVitals,2025-06-20,1,443.64
rivera-scott.net,Campaign_5,295,user_814,BCAA,MuscleBlaze,2025-07-10,9,144.95
little.biz,Campaign_5,110,user_277,Whey Protein,MuscleBlaze,2025-06-25,6,265.09
bailey.com,Campaign_7,142,user_23,Creatine,MuscleBlaze,2025-06-02,9,164.97
gibson.com,Campaign_4,369,user_536,Immunity Booster,Gritzo,2025-06-04,3,295.71
watkins.net,Campaign_5,301,user_753,BCAA,MuscleBlaze,2025-07-05,5,62.48
roberts-caldwell.info,Campaign_7,494,user_883,Multivitamins,HKVitals,2025-05-26,6,260.04
rice.org,Campaign_5,218,user_277,SuperMilk,Gritzo,2025-07-13,9,54.16
marshall-stein.com,Campaign_8,90,user_759,Melatonin,HKVitals,2025-05-28,8,490.27
mann.net,Campaign_5,251,user_464,Biotin,HKVitals,2025-06-25,7,460.56
jones.org,Campaign_10,429,user_476,Immunity Booster,Gritzo,2025-07-10,6,330.36
greer-glover.com,Campaign_7,498,user_996,Multivitamins,HKVitals,2025-07-15,8,461.31
rodriguez.com,Campaign_6,124,user_152,SuperMilk,Gritzo,2025-05-27,4,302.27
white.org,Campaign_10,394,user_481,BCAA,MuscleBlaze,2025-06-09,7,167.07
crawford-singh.info,Campaign_2,391,user_630,Multivitamins,HKVitals,2025-07-20,1,89.99
thomas.info,Campaign_4,272,user_962,Immunity Booster,Gritzo,2025-06-28,3,496.89
brown-jackson.info,Campaign_2,270,user_464,Immunity Booster,Gritzo,2025-07-08,6,137.56
kelly-montes.com,Campaign_2,105,user_158,Whey Protein,MuscleBlaze,2025-07-09,3,436.02
goodman-ramos.org,Campaign_1,381,user_524,BCAA,MuscleBlaze,2025-05-30,7,227.36
thompson.com,Campaign_2,282,user_25,Mass Gainer,MuscleBlaze,2025-06-24,8,175.79
chase.com,Campaign_6,170,user_636,Whey Protein,MuscleBlaze,2025-06-22,8,139.19
washington-mcdonald.com,Campaign_3,65,user_894,Multivitamins,HKVitals,2025-06-15,1,434.01
allen.com,Campaign_3,127,user_143,Whey Protein,MuscleBlaze,2025-06-20,4,423.73
ortiz-white.com,Campaign_2,486,user_510,Mass Gainer,MuscleBlaze,2025-06-12,5,438.77
rios.biz,Campaign_9,234,user_1000,Whey Protein,MuscleBlaze,2025-06-20,9,372.62
huang.com,Campaign_2,51,user_469,SuperMilk,Gritzo,2025-06-07,2,50.28
warner-conner.com,Campaign_6,478,user_763,Melatonin,HKVitals,2025-07-01,2,189.73
reese-martinez.com,Campaign_10,319,user_992,Melatonin,HKVitals,2025-07-09,6,411.07
cervantes.com,Campaign_6,215,user_76,Whey Protein,MuscleBlaze,2025-07-12,1,487.08
thomas-spencer.biz,Campaign_9,130,user_305,Biotin,HKVitals,2025-06-16,2,433.17
salas.com,Campaign_9,260,user_1,BCAA,MuscleBlaze,2025-07-08,2,340.97
foster.com,Campaign_2,90,user_25,BCAA,MuscleBlaze,2025-06-20,9,415.29
chang.com,Campaign_3,62,user_972,Mass Gainer,MuscleBlaze,2025-06-28,8,196.3
durham-ward.biz,Campaign_4,43,user_880,Mass Gainer,MuscleBlaze,2025-06-26,8,341.58
franklin.com,Campaign_7,46,user_701,SuperMilk,Gritzo,2025-06-09,6,384.07
kelly.org,Campaign_9,270,user_292,Fish Oil,HKVitals,2025-07-18,8,261.26
thomas-sutton.com,Campaign_9,108,user_814,Multivitamins,HKVitals,2025-05-23,6,145.16
baird.biz,Campaign_7,78,user_386,Fish Oil,HKVitals,2025-06-26,3,465.39
peters.org,Campaign_7,43,user_946,SuperMilk,Gritzo,2025-06-18,5,403.85
jones-pearson.net,Campaign_1,385,user_263,BCAA,MuscleBlaze,2025-07-12,2,138.56
brown.net,Campaign_9,284,user_54,Biotin,HKVitals,2025-07-20,9,77.62
gardner.com,Campaign_9,84,user_541,Immunity Booster,Gritzo,2025-06-30,7,374.51
guerra.biz,Campaign_3,19,user_510,SuperMilk,Gritzo,2025-06-11,1,336.77
hart.info,Campaign_4,323,user_616,Creatine,MuscleBlaze,2025-06-22,5,304.0
gonzalez.com,Campaign_3,481,user_555,Mass Gainer,MuscleBlaze,2025-07-13,4,479.92
maldonado.info,Campaign_4,500,user_103,Biotin,HKVitals,2025-06-17,7,183.52
harvey-hatfield.com,Campaign_6,190,user_978,Creatine,MuscleBlaze,2025-06-13,8,78.81
vasquez.com,Campaign_2,484,user_486,Whey Protein,MuscleBlaze,2025-06-04,7,118.92
rios-diaz.com,Campaign_2,78,user_242,Kids Protein,Gritzo,2025-06-10,4,366.53
walker-jimenez.com,Campaign_4,8,user_443,Immunity Booster,Gritzo,2025-05-30,2,457.38
melendez.com,Campaign_10,103,user_113,Whey Protein,MuscleBlaze,2025-07-04,5,349.75
matthews.biz,Campaign_6,468,user_522,Whey Protein,MuscleBlaze,2025-06-24,3,90.03
mullins-house.com,Campaign_3,60,user_998,Biotin,HKVitals,2025-06-11,1,359.15
mccarthy.com,Campaign_3,369,user_538,Biotin,HKVitals,2025-06-23,6,171.98
fuller.org,Campaign_6,440,user_346,Kids Protein,Gritzo,2025-06-28,3,211.43
cruz.com,Campaign_5,442,user_461,Multivitamins,HKVitals,2025-06-06,6,328.67
abbott-martin.com,Campaign_10,44,user_766,Mass Gainer,MuscleBlaze,2025-06-08,4,224.99
harvey.info,Campaign_5,125,user_352,Melatonin,HKVitals,2025-06-11,6,481.44
parks-dickerson.com,Campaign_6,177,user_153,BCAA,MuscleBlaze,2025-05-30,5,401.27
hernandez.com,Campaign_8,342,user_278,Multivitamins,HKVitals,2025-07-10,1,281.14
edwards.com,Campaign_1,367,user_908,Fish Oil,HKVitals,2025-07-01,7,227.83
payne-brown.com,Campaign_4,218,user_373,BCAA,MuscleBlaze,2025-06-18,2,178.53
parsons.biz,Campaign_2,483,user_166,Fish Oil,HKVitals,2025-07-01,1,179.19
cunningham.com,Campaign_8,432,user_934,Multivitamins,HKVitals,2025-05-23,5,329.54
wilson.net,Campaign_7,358,user_118,Immunity Booster,Gritzo,2025-07-14,6,419.74
anderson.info,Campaign_9,206,user_400,Biotin,HKVitals,2025-06-21,2,112.01
ruiz-thompson.com,Campaign_2,279,user_300,SuperMilk,Gritzo,2025-06-15,9,464.48
tran.net,Campaign_1,50,user_921,Mass Gainer,MuscleBlaze,2025-06-25,6,164.35
leonard-russo.org,Campaign_2,179,user_169,Melatonin,HKVitals,2025-06-18,2,359.32
phillips-riggs.com,Campaign_4,69,user_665,Fish Oil,HKVitals,2025-07-03,2,386.0
reynolds.com,Campaign_3,385,user_36,Whey Protein,MuscleBlaze,2025-06-26,3,414.34
gibson.com,Campaign_5,90,user_710,Immunity Booster,Gritzo,2025-06-13,6,207.66
zamora-carlson.org,Campaign_8,271,user_995,Immunity Booster,Gritzo,2025-07-09,8,217.16
garcia.com,Campaign_1,179,user_992,Mass Gainer,MuscleBlaze,2025-06-22,1,344.04
marshall-pratt.biz,Campaign_8,332,user_96,BCAA,MuscleBlaze,2025-07-15,2,476.9
reyes.com,Campaign_4,341,user_114,BCAA,MuscleBlaze,2025-07-11,3,466.09
espinoza.com,Campaign_1,101,user_753,SuperMilk,Gritzo,2025-06-24,3,378.38
barber.info,Campaign_9,273,user_530,BCAA,MuscleBlaze,2025-05-31,5,112.36
perez-harper.info,Campaign_2,457,user_52,Immunity Booster,Gritzo,2025-07-17,7,341.29
soto.com,Campaign_5,129,user_538,Multivitamins,HKVitals,2025-06-18,6,413.36
dixon-bird.com,Campaign_2,256,user_173,Kids Protein,Gritzo,2025-06-13,7,493.6
norman-perry.net,Campaign_5,95,user_793,Fish Oil,HKVitals,2025-05-26,1,283.11
sparks.com,Campaign_3,209,user_704,Kids Protein,Gritzo,2025-07-07,7,302.62
beck.com,Campaign_4,84,user_852,BCAA,MuscleBlaze,2025-06-16,4,492.32
baker.com,Campaign_8,53,user_671,Kids Protein,Gritzo,2025-06-13,5,426.07
schneider-butler.com,Campaign_6,260,user_619,Creatine,MuscleBlaze,2025-06-22,6,54.31
jacobs-chan.net,Campaign_8,409,user_334,Biotin,HKVitals,2025-07-06,3,482.81
carr.net,Campaign_5,98,user_259,Whey Protein,MuscleBlaze,2025-06-07,5,137.92
davis-larsen.com,Campaign_6,391,user_646,SuperMilk,Gritzo,2025-06-20,3,429.13
anderson.biz,Campaign_5,191,user_576,BCAA,MuscleBlaze,2025-07-14,8,207.25
chen.com,Campaign_6,91,user_963,Creatine,MuscleBlaze,2025-07-12,7,93.25
nichols.com,Campaign_2,386,user_665,Melatonin,HKVitals,2025-06-24,2,431.2
rodriguez-pearson.com,Campaign_8,301,user_327,Whey Protein,MuscleBlaze,2025-06-13,7,31.81
clay.com,Campaign_4,133,user_137,Biotin,HKVitals,2025-06-08,8,300.11
watson.biz,Campaign_4,196,user_86,Creatine,MuscleBlaze,2025-06-30,5,132.16
anderson.com,Campaign_1,368,user_750,Immunity Booster,Gritzo,2025-06-16,4,104.24
carter.com,Campaign_2,195,user_965,BCAA,MuscleBlaze,2025-05-31,1,281.79
jimenez-roth.net,Campaign_7,409,user_938,Melatonin,HKVitals,2025-06-14,6,458.32
bailey.net,Campaign_6,305,user_84,Multivitamins,HKVitals,2025-05-30,1,483.0
lin-galloway.org,Campaign_5,26,user_667,Fish Oil,HKVitals,2025-06-28,5,89.13
brown.com,Campaign_9,248,user_141,Mass Gainer,MuscleBlaze,2025-06-19,8,382.37
avila.info,Campaign_8,255,user_116,Whey Protein,MuscleBlaze,2025-06-25,6,350.34
brown-wright.com,Campaign_7,347,user_986,Biotin,HKVitals,2025-05-28,7,211.25
clay.com,Campaign_6,300,user_826,Melatonin,HKVitals,2025-07-10,3,66.62
diaz.com,Campaign_8,360,user_711,BCAA,MuscleBlaze,2025-06-01,9,268.94
smith.com,Campaign_9,161,user_374,Fish Oil,HKVitals,2025-07-21,6,395.87
davis-kaiser.com,Campaign_2,445,user_591,Whey Protein,MuscleBlaze,2025-07-09,2,22.92
savage-green.com,Campaign_6,265,user_909,Creatine,MuscleBlaze,2025-06-09,4,201.33
murphy.com,Campaign_10,163,user_319,Mass Gainer,MuscleBlaze,2025-06-18,7,54.84
glenn-fisher.info,Campaign_2,230,user_806,Whey Protein,MuscleBlaze,2025-07-13,5,46.9
velasquez.info,Campaign_7,8,user_433,BCAA,MuscleBlaze,2025-06-06,9,130.52
caldwell.com,Campaign_7,397,user_252,Immunity Booster,Gritzo,2025-07-19,5,446.03
mathis.info,Campaign_6,196,user_193,Mass Gainer,MuscleBlaze,2025-06-30,3,230.82
miller-raymond.info,Campaign_6,425,user_254,Multivitamins,HKVitals,2025-06-09,8,369.43
moss.com,Campaign_2,389,user_576,Kids Protein,Gritzo,2025-05-23,1,479.95
saunders.com,Campaign_8,108,user_110,Melatonin,HKVitals,2025-06-17,8,22.53
sheppard-maldonado.com,Campaign_3,235,user_769,Mass Gainer,MuscleBlaze,2025-07-10,2,402.99
sanchez.com,Campaign_9,270,user_942,Biotin,HKVitals,2025-07-08,4,79.12
waters-mendez.org,Campaign_7,332,user_763,Immunity Booster,Gritzo,2025-06-26,8,46.38
valencia-morrison.com,Campaign_5,20,user_485,BCAA,MuscleBlaze,2025-05-29,8,336.5
koch.com,Campaign_3,5,user_992,Fish Oil,HKVitals,2025-06-04,5,361.88
patterson.com,Campaign_2,473,user_583,Kids Protein,Gritzo,2025-06-02,6,363.86
king.net,Campaign_4,141,user_687,BCAA,MuscleBlaze,2025-06-30,5,144.44
lucas.com,Campaign_7,23,user_549,SuperMilk,Gritzo,2025-07-18,6,93.34
taylor.com,Campaign_1,42,user_259,SuperMilk,Gritzo,2025-06-04,9,79.55
miller.com,Campaign_2,429,user_152,Mass Gainer,MuscleBlaze,2025-06-08,3,150.93
sanchez.net,Campaign_8,37,user_449,Mass Gainer,MuscleBlaze,2025-05-23,8,217.6
harrison.info,Campaign_2,63,user_431,Multivitamins,HKVitals,2025-06-10,7,452.59
gomez-castaneda.com,Campaign_5,113,user_930,Fish Oil,HKVitals,2025-06-25,5,484.96
palmer-anderson.com,Campaign_8,312,user_608,Creatine,MuscleBlaze,2025-06-18,1,35.44
mitchell-burns.biz,Campaign_3,31,user_930,Fish Oil,HKVitals,2025-05-25,2,29.8
brown.com,Campaign_3,294,user_47,Creatine,MuscleBlaze,2025-06-28,7,300.04
patterson.net,Campaign_3,91,user_104,Multivitamins,HKVitals,2025-06-22,4,243.04
bishop.com,Campaign_10,202,user_479,Biotin,HKVitals,2025-07-21,7,263.72
welch.com,Campaign_5,361,user_479,Fish Oil,HKVitals,2025-06-24,8,489.09
king-page.com,Campaign_6,174,user_27,Mass Gainer,MuscleBlaze,2025-06-14,3,367.14
brown-tucker.com,Campaign_4,375,user_909,Kids Protein,Gritzo,2025-07-07,1,93.45
clark.com,Campaign_2,444,user_385,SuperMilk,Gritzo,2025-05-25,9,493.13
travis-huang.com,Campaign_10,66,user_637,Multivitamins,HKVitals,2025-05-28,2,262.19
maldonado.com,Campaign_7,496,user_659,Kids Protein,Gritzo,2025-06-06,4,293.79
chavez.com,Campaign_6,340,user_54,Multivitamins,HKVitals,2025-07-11,1,490.2
robinson.com,Campaign_2,156,user_708,BCAA,MuscleBlaze,2025-07-10,1,68.7
ramos-reynolds.org,Campaign_7,377,user_818,Biotin,HKVitals,2025-05-27,7,61.33
wright.biz,Campaign_5,207,user_338,Melatonin,HKVitals,2025-05-24,2,98.62
macias.info,Campaign_5,291,user_960,Multivitamins,HKVitals,2025-06-21,5,124.02
horn-kidd.com,Campaign_2,184,user_235,Kids Protein,Gritzo,2025-07-10,7,267.44
thomas.net,Campaign_9,1,user_930,BCAA,MuscleBlaze,2025-06-14,7,221.75
